fir_id,victim_id
FIR-2026-KA-0186,VIC-2024-KA-0736
FIR-2025-KA-0187,VIC-2024-KA-1384
FIR-2025-KA-0188,VIC-2024-KA-0840
FIR-2023-KA-0189,VIC-2024-KA-0177
FIR-2026-KA-0190,VIC-2024-KA-0859
FIR-2024-KA-0191,VIC-2024-KA-0835
FIR-2026-KA-0192,VIC-2024-KA-0010
FIR-2023-KA-0193,VIC-2024-KA-0576
FIR-2026-KA-0194,VIC-2024-KA-1361
FIR-2025-KA-0195,VIC-2024-KA-1445
FIR-2024-KA-0196,VIC-2024-KA-1394
FIR-2023-KA-0197,VIC-2024-KA-0908
FIR-2025-KA-0198,VIC-2024-KA-0746
FIR-2025-KA-0199,VIC-2024-KA-1245
FIR-2026-KA-0200,VIC-2024-KA-0993
FIR-2024-KA-0201,VIC-2024-KA-1387
FIR-2026-KA-0202,VIC-2024-KA-0600
FIR-2023-KA-0203,VIC-2024-KA-0069
FIR-2024-KA-0204,VIC-2024-KA-1436
FIR-2026-KA-0205,VIC-2024-KA-0512
FIR-2023-KA-0206,VIC-2024-KA-1219
FIR-2025-KA-0207,VIC-2024-KA-1364
FIR-2025-KA-0208,VIC-2024-KA-1386
FIR-2026-KA-0209,VIC-2024-KA-0882
FIR-2025-KA-0210,VIC-2024-KA-0743
FIR-2025-KA-0211,VIC-2024-KA-0286
FIR-2026-KA-0212,VIC-2024-KA-1300
FIR-2023-KA-0213,VIC-2024-KA-0234
FIR-2023-KA-0214,VIC-2024-KA-0349
FIR-2024-KA-0215,VIC-2024-KA-0681
FIR-2024-KA-0216,VIC-2024-KA-1050
FIR-2025-KA-0217,VIC-2024-KA-1230
FIR-2024-KA-0218,VIC-2024-KA-0047
FIR-2026-KA-0219,VIC-2024-KA-0176
FIR-2024-KA-0220,VIC-2024-KA-0050
FIR-2024-KA-0221,VIC-2024-KA-1156
FIR-2024-KA-0222,VIC-2024-KA-0552
FIR-2023-KA-0223,VIC-2024-KA-0912
FIR-2023-KA-0224,VIC-2024-KA-1301
FIR-2024-KA-0225,VIC-2024-KA-0404
FIR-2026-KA-0226,VIC-2024-KA-0807
FIR-2025-KA-0227,VIC-2024-KA-0555
FIR-2025-KA-0228,VIC-2024-KA-0699
FIR-2023-KA-0229,VIC-2024-KA-0594
FIR-2024-KA-0230,VIC-2024-KA-0722
FIR-2024-KA-0231,VIC-2024-KA-0245
FIR-2023-KA-0232,VIC-2024-KA-1255
FIR-2026-KA-0233,VIC-2024-KA-0253
FIR-2023-KA-0234,VIC-2024-KA-0922
FIR-2026-KA-0235,VIC-2024-KA-0352
FIR-2023-KA-0236,VIC-2024-KA-1232
FIR-2023-KA-0237,VIC-2024-KA-0276
FIR-2025-KA-0238,VIC-2024-KA-1237
FIR-2026-KA-0239,VIC-2024-KA-0242
FIR-2024-KA-0240,VIC-2024-KA-1233
FIR-2023-KA-0241,VIC-2024-KA-0093
FIR-2024-KA-0242,VIC-2024-KA-0797
FIR-2023-KA-0243,VIC-2024-KA-0777
FIR-2024-KA-0244,VIC-2024-KA-0466
FIR-2025-KA-0245,VIC-2024-KA-0361
FIR-2025-KA-0246,VIC-2024-KA-0560
FIR-2023-KA-0247,VIC-2024-KA-0999
FIR-2025-KA-0248,VIC-2024-KA-0209
FIR-2026-KA-0249,VIC-2024-KA-0182
FIR-2025-KA-0250,VIC-2024-KA-0297
FIR-2024-KA-0251,VIC-2024-KA-1173
FIR-2024-KA-0252,VIC-2024-KA-0973
FIR-2024-KA-0253,VIC-2024-KA-0813
FIR-2024-KA-0254,VIC-2024-KA-1189
FIR-2023-KA-0255,VIC-2024-KA-0586
FIR-2025-KA-0256,VIC-2024-KA-0772
FIR-2026-KA-0257,VIC-2024-KA-0633
FIR-2024-KA-0258,VIC-2024-KA-0662
FIR-2025-KA-0259,VIC-2024-KA-1481
FIR-2023-KA-0260,VIC-2024-KA-0800
FIR-2025-KA-0261,VIC-2024-KA-1465
FIR-2025-KA-0262,VIC-2024-KA-0239
FIR-2024-KA-0263,VIC-2024-KA-0538
FIR-2024-KA-0264,VIC-2024-KA-1075
FIR-2026-KA-0265,VIC-2024-KA-0767
FIR-2024-KA-0266,VIC-2024-KA-1125
FIR-2026-KA-0267,VIC-2024-KA-1139
FIR-2025-KA-0268,VIC-2024-KA-0028
FIR-2024-KA-0269,VIC-2024-KA-0191
FIR-2024-KA-0270,VIC-2024-KA-1084
FIR-2023-KA-0271,VIC-2024-KA-0405
FIR-2023-KA-0272,VIC-2024-KA-0966
FIR-2025-KA-0273,VIC-2024-KA-1426
FIR-2025-KA-0274,VIC-2024-KA-1346
FIR-2025-KA-0275,VIC-2024-KA-0845
FIR-2026-KA-0276,VIC-2024-KA-0676
FIR-2025-KA-0277,VIC-2024-KA-0024
FIR-2024-KA-0278,VIC-2024-KA-0992
FIR-2025-KA-0279,VIC-2024-KA-1320
FIR-2024-KA-0280,VIC-2024-KA-1394
FIR-2023-KA-0281,VIC-2024-KA-0916
FIR-2025-KA-0282,VIC-2024-KA-0392
FIR-2026-KA-0283,VIC-2024-KA-0053
FIR-2023-KA-0284,VIC-2024-KA-0833
FIR-2026-KA-0285,VIC-2024-KA-0604
FIR-2023-KA-0286,VIC-2024-KA-0013
FIR-2026-KA-0287,VIC-2024-KA-1067
FIR-2023-KA-0288,VIC-2024-KA-1081
FIR-2024-KA-0289,VIC-2024-KA-0331
FIR-2025-KA-0290,VIC-2024-KA-0907
FIR-2025-KA-0291,VIC-2024-KA-0816
FIR-2024-KA-0292,VIC-2024-KA-0168
FIR-2025-KA-0293,VIC-2024-KA-0991
FIR-2024-KA-0294,VIC-2024-KA-0682
FIR-2023-KA-0295,VIC-2024-KA-0490
FIR-2026-KA-0296,VIC-2024-KA-0922
FIR-2025-KA-0297,VIC-2024-KA-0543
FIR-2026-KA-0298,VIC-2024-KA-0014
FIR-2026-KA-0299,VIC-2024-KA-0943
FIR-2026-KA-0300,VIC-2024-KA-0348
FIR-2025-KA-0301,VIC-2024-KA-1045
FIR-2023-KA-0302,VIC-2024-KA-0175
FIR-2025-KA-0303,VIC-2024-KA-0021
FIR-2023-KA-0304,VIC-2024-KA-0524
FIR-2023-KA-0305,VIC-2024-KA-0870
FIR-2025-KA-0306,VIC-2024-KA-1111
FIR-2025-KA-0307,VIC-2024-KA-0623
FIR-2024-KA-0308,VIC-2024-KA-1419
FIR-2024-KA-0309,VIC-2024-KA-0656
FIR-2023-KA-0310,VIC-2024-KA-0887
FIR-2026-KA-0311,VIC-2024-KA-0340
FIR-2025-KA-0312,VIC-2024-KA-0194
FIR-2026-KA-0313,VIC-2024-KA-1184
FIR-2026-KA-0314,VIC-2024-KA-0156
FIR-2025-KA-0315,VIC-2024-KA-0273
FIR-2025-KA-0316,VIC-2024-KA-0696
FIR-2024-KA-0317,VIC-2024-KA-0813
FIR-2025-KA-0318,VIC-2024-KA-0065
FIR-2025-KA-0319,VIC-2024-KA-0063
FIR-2024-KA-0320,VIC-2024-KA-1374
FIR-2024-KA-0321,VIC-2024-KA-0513
FIR-2025-KA-0322,VIC-2024-KA-0781
FIR-2023-KA-0323,VIC-2024-KA-0859
FIR-2024-KA-0324,VIC-2024-KA-0121
FIR-2023-KA-0325,VIC-2024-KA-0526
FIR-2026-KA-0326,VIC-2024-KA-1257
FIR-2023-KA-0327,VIC-2024-KA-0479
FIR-2025-KA-0328,VIC-2024-KA-1498
FIR-2023-KA-0329,VIC-2024-KA-0844
FIR-2026-KA-0330,VIC-2024-KA-0419
FIR-2024-KA-0331,VIC-2024-KA-1380
FIR-2026-KA-0332,VIC-2024-KA-0850
FIR-2026-KA-0333,VIC-2024-KA-0117
FIR-2025-KA-0334,VIC-2024-KA-1248
FIR-2023-KA-0335,VIC-2024-KA-0437
FIR-2025-KA-0336,VIC-2024-KA-1055
FIR-2024-KA-0337,VIC-2024-KA-0764
FIR-2025-KA-0338,VIC-2024-KA-1261
FIR-2024-KA-0339,VIC-2024-KA-0835
FIR-2026-KA-0340,VIC-2024-KA-0150
FIR-2024-KA-0341,VIC-2024-KA-1032
FIR-2024-KA-0342,VIC-2024-KA-0017
FIR-2023-KA-0343,VIC-2024-KA-0432
FIR-2025-KA-0344,VIC-2024-KA-0460
FIR-2023-KA-0345,VIC-2024-KA-0675
FIR-2024-KA-0346,VIC-2024-KA-0398
FIR-2026-KA-0347,VIC-2024-KA-1110
FIR-2026-KA-0348,VIC-2024-KA-0899
FIR-2026-KA-0349,VIC-2024-KA-1392
FIR-2024-KA-0350,VIC-2024-KA-0788
FIR-2024-KA-0351,VIC-2024-KA-0702
FIR-2024-KA-0352,VIC-2024-KA-1385
FIR-2023-KA-0353,VIC-2024-KA-0673
FIR-2024-KA-0354,VIC-2024-KA-1401
FIR-2023-KA-0355,VIC-2024-KA-0071
FIR-2024-KA-0356,VIC-2024-KA-1343
FIR-2024-KA-0357,VIC-2024-KA-0034
FIR-2025-KA-0358,VIC-2024-KA-0205
FIR-2023-KA-0359,VIC-2024-KA-0094
FIR-2023-KA-0360,VIC-2024-KA-0992
FIR-2026-KA-0361,VIC-2024-KA-1034
FIR-2025-KA-0362,VIC-2024-KA-0886
FIR-2026-KA-0363,VIC-2024-KA-0401
FIR-2025-KA-0364,VIC-2024-KA-0471
FIR-2026-KA-0365,VIC-2024-KA-1478
FIR-2024-KA-0366,VIC-2024-KA-0714
FIR-2025-KA-0367,VIC-2024-KA-1327
FIR-2026-KA-0368,VIC-2024-KA-0124
FIR-2026-KA-0369,VIC-2024-KA-1398
FIR-2025-KA-0370,VIC-2024-KA-1063
FIR-2024-KA-0371,VIC-2024-KA-0334
FIR-2023-KA-0372,VIC-2024-KA-0724
FIR-2024-KA-0373,VIC-2024-KA-0979
FIR-2024-KA-0374,VIC-2024-KA-0514
FIR-2024-KA-0375,VIC-2024-KA-1399
FIR-2023-KA-0376,VIC-2024-KA-0922
FIR-2026-KA-0377,VIC-2024-KA-0840
FIR-2025-KA-0378,VIC-2024-KA-1404
FIR-2025-KA-0379,VIC-2024-KA-0811
FIR-2026-KA-0380,VIC-2024-KA-0662
FIR-2023-KA-0381,VIC-2024-KA-0717
FIR-2026-KA-0382,VIC-2024-KA-0846
FIR-2025-KA-0383,VIC-2024-KA-0495
FIR-2026-KA-0384,VIC-2024-KA-0926
FIR-2026-KA-0385,VIC-2024-KA-0550
FIR-2024-KA-0386,VIC-2024-KA-0714
FIR-2026-KA-0387,VIC-2024-KA-0235
FIR-2025-KA-0388,VIC-2024-KA-1226
FIR-2024-KA-0389,VIC-2024-KA-0674
FIR-2025-KA-0390,VIC-2024-KA-1394
FIR-2026-KA-0391,VIC-2024-KA-0061
FIR-2024-KA-0392,VIC-2024-KA-0148
FIR-2025-KA-0393,VIC-2024-KA-0936
FIR-2025-KA-0394,VIC-2024-KA-0699
FIR-2023-KA-0395,VIC-2024-KA-0364
FIR-2025-KA-0396,VIC-2024-KA-0875
FIR-2026-KA-0397,VIC-2024-KA-0113
FIR-2025-KA-0398,VIC-2024-KA-0919
FIR-2026-KA-0399,VIC-2024-KA-0104
FIR-2024-KA-0400,VIC-2024-KA-0023
FIR-2025-KA-0401,VIC-2024-KA-0915
FIR-2026-KA-0402,VIC-2024-KA-0760
FIR-2026-KA-0403,VIC-2024-KA-0879
FIR-2024-KA-0404,VIC-2024-KA-1434
FIR-2023-KA-0405,VIC-2024-KA-0251
FIR-2026-KA-0406,VIC-2024-KA-0309
FIR-2023-KA-0407,VIC-2024-KA-0410
FIR-2025-KA-0408,VIC-2024-KA-1389
FIR-2026-KA-0409,VIC-2024-KA-0378
FIR-2026-KA-0410,VIC-2024-KA-0517
FIR-2026-KA-0411,VIC-2024-KA-0250
FIR-2026-KA-0412,VIC-2024-KA-0600
FIR-2023-KA-0413,VIC-2024-KA-1265
FIR-2024-KA-0414,VIC-2024-KA-0789
FIR-2025-KA-0415,VIC-2024-KA-0651
FIR-2025-KA-0416,VIC-2024-KA-1050
FIR-2024-KA-0417,VIC-2024-KA-1331
FIR-2026-KA-0418,VIC-2024-KA-0082
FIR-2024-KA-0419,VIC-2024-KA-0889
FIR-2023-KA-0420,VIC-2024-KA-1096
FIR-2025-KA-0421,VIC-2024-KA-0858
FIR-2026-KA-0422,VIC-2024-KA-0535
FIR-2026-KA-0423,VIC-2024-KA-0662
FIR-2025-KA-0424,VIC-2024-KA-1247
FIR-2026-KA-0425,VIC-2024-KA-0099
FIR-2026-KA-0426,VIC-2024-KA-0386
FIR-2025-KA-0427,VIC-2024-KA-0428
FIR-2025-KA-0428,VIC-2024-KA-0887
FIR-2026-KA-0429,VIC-2024-KA-0814
FIR-2024-KA-0430,VIC-2024-KA-0256
FIR-2026-KA-0431,VIC-2024-KA-0131
FIR-2023-KA-0432,VIC-2024-KA-0833
FIR-2023-KA-0433,VIC-2024-KA-1028
FIR-2025-KA-0434,VIC-2024-KA-0548
FIR-2023-KA-0435,VIC-2024-KA-1166
FIR-2023-KA-0436,VIC-2024-KA-1074
FIR-2026-KA-0437,VIC-2024-KA-0458
FIR-2026-KA-0438,VIC-2024-KA-0068
FIR-2026-KA-0439,VIC-2024-KA-0335
FIR-2023-KA-0440,VIC-2024-KA-0918
FIR-2026-KA-0441,VIC-2024-KA-0918
FIR-2026-KA-0442,VIC-2024-KA-0407
FIR-2025-KA-0443,VIC-2024-KA-1211
FIR-2023-KA-0444,VIC-2024-KA-0527
FIR-2025-KA-0445,VIC-2024-KA-1411
FIR-2023-KA-0446,VIC-2024-KA-0676
FIR-2023-KA-0447,VIC-2024-KA-1325
FIR-2023-KA-0448,VIC-2024-KA-1320
FIR-2023-KA-0449,VIC-2024-KA-1129
FIR-2025-KA-0450,VIC-2024-KA-0828
FIR-2023-KA-0451,VIC-2024-KA-1089
FIR-2025-KA-0452,VIC-2024-KA-0205
FIR-2024-KA-0453,VIC-2024-KA-1176
FIR-2023-KA-0454,VIC-2024-KA-0592
FIR-2025-KA-0455,VIC-2024-KA-1080
FIR-2024-KA-0456,VIC-2024-KA-0516
FIR-2023-KA-0457,VIC-2024-KA-0862
FIR-2023-KA-0458,VIC-2024-KA-1143
FIR-2025-KA-0459,VIC-2024-KA-0031
FIR-2024-KA-0460,VIC-2024-KA-0328
FIR-2026-KA-0461,VIC-2024-KA-0268
FIR-2025-KA-0462,VIC-2024-KA-1214
FIR-2023-KA-0463,VIC-2024-KA-0650
FIR-2026-KA-0464,VIC-2024-KA-1355
FIR-2025-KA-0465,VIC-2024-KA-1169
FIR-2025-KA-0466,VIC-2024-KA-0949
FIR-2025-KA-0467,VIC-2024-KA-0466
FIR-2025-KA-0468,VIC-2024-KA-0314
FIR-2026-KA-0469,VIC-2024-KA-0631
FIR-2026-KA-0470,VIC-2024-KA-0821
FIR-2024-KA-0471,VIC-2024-KA-1311
FIR-2023-KA-0472,VIC-2024-KA-0874
FIR-2025-KA-0473,VIC-2024-KA-0758
FIR-2023-KA-0474,VIC-2024-KA-0638
FIR-2025-KA-0475,VIC-2024-KA-0495
FIR-2025-KA-0476,VIC-2024-KA-1341
FIR-2025-KA-0477,VIC-2024-KA-1222
FIR-2026-KA-0478,VIC-2024-KA-1035
FIR-2025-KA-0479,VIC-2024-KA-0890
FIR-2023-KA-0480,VIC-2024-KA-0317
FIR-2025-KA-0481,VIC-2024-KA-0453
FIR-2025-KA-0482,VIC-2024-KA-1155
FIR-2024-KA-0483,VIC-2024-KA-0502
FIR-2024-KA-0484,VIC-2024-KA-1353
FIR-2023-KA-0485,VIC-2024-KA-0814
FIR-2023-KA-0486,VIC-2024-KA-0322
FIR-2023-KA-0487,VIC-2024-KA-0872
FIR-2026-KA-0488,VIC-2024-KA-0961
FIR-2025-KA-0489,VIC-2024-KA-0518
FIR-2023-KA-0490,VIC-2024-KA-0144
FIR-2023-KA-0491,VIC-2024-KA-1117
FIR-2023-KA-0492,VIC-2024-KA-1030
FIR-2025-KA-0493,VIC-2024-KA-1284
FIR-2024-KA-0494,VIC-2024-KA-1240
FIR-2024-KA-0495,VIC-2024-KA-0410
FIR-2023-KA-0496,VIC-2024-KA-0790
FIR-2023-KA-0497,VIC-2024-KA-1136
FIR-2026-KA-0498,VIC-2024-KA-0579
FIR-2024-KA-0499,VIC-2024-KA-0104
FIR-2024-KA-0500,VIC-2024-KA-0780
FIR-2026-KA-0501,VIC-2024-KA-0625
FIR-2025-KA-0502,VIC-2024-KA-0237
FIR-2025-KA-0503,VIC-2024-KA-1286
FIR-2023-KA-0504,VIC-2024-KA-1041
FIR-2026-KA-0505,VIC-2024-KA-1120
FIR-2025-KA-0506,VIC-2024-KA-0438
FIR-2026-KA-0507,VIC-2024-KA-0605
FIR-2025-KA-0508,VIC-2024-KA-1108
FIR-2026-KA-0509,VIC-2024-KA-0944
FIR-2026-KA-0510,VIC-2024-KA-0913
FIR-2026-KA-0511,VIC-2024-KA-1152
FIR-2023-KA-0512,VIC-2024-KA-0017
FIR-2023-KA-0513,VIC-2024-KA-1259
FIR-2023-KA-0514,VIC-2024-KA-0850
FIR-2025-KA-0515,VIC-2024-KA-1221
FIR-2025-KA-0516,VIC-2024-KA-0827
FIR-2025-KA-0517,VIC-2024-KA-1475
FIR-2023-KA-0518,VIC-2024-KA-0607
FIR-2023-KA-0519,VIC-2024-KA-0870
FIR-2024-KA-0520,VIC-2024-KA-1483
FIR-2025-KA-0521,VIC-2024-KA-1262
FIR-2023-KA-0522,VIC-2024-KA-0633
FIR-2024-KA-0523,VIC-2024-KA-0559
FIR-2023-KA-0524,VIC-2024-KA-0820
FIR-2024-KA-0525,VIC-2024-KA-0048
FIR-2024-KA-0526,VIC-2024-KA-0537
FIR-2026-KA-0527,VIC-2024-KA-0427
FIR-2026-KA-0528,VIC-2024-KA-0372
FIR-2026-KA-0529,VIC-2024-KA-1478
FIR-2024-KA-0530,VIC-2024-KA-1454
FIR-2024-KA-0531,VIC-2024-KA-0525
FIR-2024-KA-0532,VIC-2024-KA-1034
FIR-2023-KA-0533,VIC-2024-KA-0859
FIR-2025-KA-0534,VIC-2024-KA-0198
FIR-2026-KA-0535,VIC-2024-KA-1335
FIR-2026-KA-0536,VIC-2024-KA-1456
FIR-2026-KA-0537,VIC-2024-KA-1287
